,precision,recall,f1-score,support
negative,0.9214904441083459,0.9463428410053657,0.9337513061650993,7082.0
neutral,0.9522815804117974,0.9597588334268088,0.9560055865921788,7132.0
positive,0.9570489408327246,0.923716864072194,0.9400875367726197,7092.0
accuracy,0.9433023561438093,0.9433023561438093,0.9433023561438093,0.9433023561438093
macro avg,0.943606988450956,0.9432728461681229,0.943281476509966,21306.0
weighted avg,0.9436336546070557,0.9433023561438093,0.9433098378216499,21306.0
