,precision,recall,f1-score,support
negative,0.9447313328681088,0.9558034453544196,0.9502351372218711,7082.0
neutral,0.9812008978675645,0.9806505888951206,0.9809256661991584,7132.0
positive,0.9550834165121916,0.9444444444444444,0.949734136830911,7092.0
accuracy,0.960339810382052,0.960339810382052,0.960339810382052,0.960339810382052
macro avg,0.9603385490826216,0.9602994928979949,0.9602983134173134,21306.0
weighted avg,0.9603850414375238,0.960339810382052,0.9603417624867413,21306.0
