,precision,recall,f1-score,support
-1,0.9555524592448098,0.968370516803163,0.9619187881338103,7082.0
0,0.9787144657610979,0.9799495232753785,0.9793316051285644,7132.0
1,0.9693760732684602,0.955160744500846,0.9622159090909089,7092.0
accuracy,0.9678494320848587,0.9678494320848587,0.9678494320848587,0.9678494320848587
macro avg,0.9678809994247892,0.9678269281931292,0.9678221007844279,21306.0
weighted avg,0.9679071246503245,0.9678494320848587,0.9678464795181306,21306.0
