,precision,recall,f1-score,support
negative,0.9262672811059908,0.9787145242070117,0.9517689237637827,7188.0
neutral,0.9822493609769952,0.9749119097956307,0.9785668812336423,7095.0
positive,0.97690808217124,0.9276662394987897,0.9516505988898626,7023.0
accuracy,0.9606214211959072,0.9606214211959072,0.9606214211959072,0.9606214211959072
macro avg,0.9618082414180753,0.9604308911671441,0.9606621346290959,21306.0
weighted avg,0.9616020789359928,0.9606214211959072,0.9606537690026409,21306.0
