,precision,recall,f1-score,support
0,0.8762458471760798,0.2839838492597577,0.4289489733685708,29720.0
1,0.047021943573667714,0.4683318465655665,0.08546312876444734,2242.0
accuracy,0.29691508666541516,0.29691508666541516,0.29691508666541516,0.29691508666541516
macro avg,0.46163389537487376,0.3761578479126621,0.25720605106650907,31962.0
weighted avg,0.8180792746250315,0.29691508666541516,0.40485488465064184,31962.0
