,precision,recall,f1-score,support
0,0.9552742616033755,0.9552742616033755,0.9552742616033755,7110.0
1,0.9779824136259779,0.9779824136259779,0.9779824136259779,14443.0
accuracy,0.9704913469122628,0.9704913469122628,0.9704913469122628,0.9704913469122628
macro avg,0.9666283376146767,0.9666283376146767,0.9666283376146767,21553.0
weighted avg,0.9704913469122628,0.9704913469122628,0.9704913469122628,21553.0
