,precision,recall,f1-score,support
negative,0.9398058252427185,0.9767911200807265,0.9579416130628402,1982.0
neutral,0.9097283085013146,0.9540441176470589,0.9313593539703903,1088.0
positive,0.9819872167344567,0.9125269978401728,0.9459837671424574,1852.0
accuracy,0.9475822836245429,0.9475822836245429,0.9475822836245429,0.9475822836245429
macro avg,0.9438404501594966,0.9477874118559861,0.9450949113918959,4922.0
weighted avg,0.9490288237855977,0.9475822836245429,0.9475662720353849,4922.0
