,precision,recall,f1-score,support
0,0.9688482423549586,0.9535864978902954,0.9611567904734903,7110.0
1,0.9773273789075919,0.9849061829259849,0.9811021449755155,14443.0
accuracy,0.9745743052011321,0.9745743052011321,0.9745743052011321,0.9745743052011321
macro avg,0.9730878106312753,0.9692463404081402,0.9711294677245029,21553.0
weighted avg,0.9745302434327521,0.9745743052011321,0.9745224822599122,21553.0
