,precision,recall,f1-score,support
negative,0.9665809768637532,0.9485368314833501,0.9574738986503692,1982.0
neutral,0.872093023255814,0.9650735294117647,0.9162303664921466,1088.0
positive,0.9644670050761421,0.9233261339092873,0.9434482758620689,1852.0
accuracy,0.9427062169849655,0.9427062169849655,0.9427062169849655,0.9427062169849655
macro avg,0.9343803350652364,0.9456454982681342,0.9390508470015283,4922.0
weighted avg,0.9448991464541446,0.9427062169849655,0.94307966533219,4922.0
