,precision,recall,f1-score,support
negative,0.8795526240321193,0.8661395086133861,0.8727945361411497,7082.0
neutral,0.896112600536193,0.9373247335950645,0.9162554824561403,7132.0
positive,0.8961001164144354,0.868302312464749,0.8819822400458321,7092.0
accuracy,0.8906880690885197,0.8906880690885197,0.8906880690885197,0.8906880690885197
macro avg,0.8905884469942493,0.8905888515577333,0.8903440862143741,21306.0
weighted avg,0.890603997748558,0.8906880690885197,0.8904009693153975,21306.0
