,precision,recall,f1-score,support
negative,0.915769770706598,0.9873864783047427,0.9502306385044914,1982.0
neutral,0.9163763066202091,0.9669117647058824,0.9409660107334525,1088.0
positive,0.9920586438607208,0.8768898488120951,0.9309257666953281,1852.0
accuracy,0.9412840308817554,0.9412840308817554,0.9412840308817554,0.9412840308817554
macro avg,0.941401573729176,0.9437293639409067,0.9407074719777574,4922.0
weighted avg,0.9446090442042503,0.9412840308817554,0.9409188673534429,4922.0
