,precision,recall,f1-score,support
negative,0.9405301469578354,0.9669584863033042,0.9535612337255448,7082.0
neutral,0.9850155499010461,0.9770050476724621,0.9809939462199071,7132.0
positive,0.9625953100273342,0.9434574168076706,0.9529302855515203,7092.0
accuracy,0.9624988266216089,0.9624988266216089,0.9624988266216089,0.9624988266216089
macro avg,0.9627136689620719,0.9624736502611456,0.9624951551656574,21306.0
weighted avg,0.9627659505004931,0.9624988266216089,0.9625340780444975,21306.0
