,precision,recall,f1-score,support
0,0.871741757293285,0.16991924629878868,0.28440289471461155,29720.0
1,0.05728151629790974,0.6685994647636039,0.10552250888740278,2242.0
accuracy,0.20489956823728178,0.20489956823728178,0.20489956823728178,0.20489956823728178
macro avg,0.46451163679559737,0.4192593555311963,0.19496270180100717,31962.0
weighted avg,0.8146107936392073,0.20489956823728178,0.2718551872800142,31962.0
