,precision,recall,f1-score,support
negative,0.95519888346127,0.9663936741033606,0.9607636695444655,7082.0
neutral,0.989961279219848,0.9678911946158161,0.9788018433179724,7132.0
positive,0.953125,0.9633389734912577,0.9582047685834502,7092.0
accuracy,0.965878156387872,0.965878156387872,0.965878156387872,0.965878156387872
macro avg,0.9660950542270393,0.9658746140701449,0.9659234271486293,21306.0
weighted avg,0.9661449749398606,0.965878156387872,0.9659500268962504,21306.0
