,precision,recall,f1-score,support
negative,0.9699248120300752,0.9762865792129163,0.973095297963289,1982.0
neutral,0.9532538955087076,0.9558823529411765,0.9545663148233134,1088.0
positive,0.9678649237472767,0.9595032397408207,0.9636659436008678,1852.0
accuracy,0.9654611946363267,0.9654611946363267,0.9654611946363267,0.9654611946363267
macro avg,0.9636812104286866,0.9638907239649712,0.9637758521291567,4922.0
weighted avg,0.965464659597123,0.9654611946363267,0.9654515153676982,4922.0
