,precision,recall,f1-score,support
negative,0.9262146735347347,0.9394238915560577,0.9327725201542235,7082.0
neutral,0.9699090272918125,0.9716769489624228,0.9707921832317714,7132.0
positive,0.9416738320435655,0.9265369430344049,0.934044065387349,7092.0
accuracy,0.9459307237397916,0.9459307237397916,0.9459307237397916,0.9459307237397916
macro avg,0.9459325109567042,0.9458792611842951,0.9458695895911147,21306.0
weighted avg,0.9459867791923009,0.9459307237397916,0.9459225265309437,21306.0
