,precision,recall,f1-score,support
negative,0.9322558922558922,0.9774075120022593,0.9542979251395878,7082.0
neutral,0.9886007409518381,0.9727986539540101,0.9806360424028269,7132.0
positive,0.9714410607606003,0.9400733220530175,0.955499820852741,7092.0
accuracy,0.9634375293344598,0.9634375293344598,0.9634375293344598,0.9634375293344598
macro avg,0.964099231322777,0.9634264960030956,0.9634779294650518,21306.0
weighted avg,0.9641601763042766,0.9634375293344598,0.9635144508468582,21306.0
