,precision,recall,f1-score,support
negative,0.9599198396793587,0.9830682401231401,0.9713561470215463,1949.0
neutral,0.9774164408310749,0.9660714285714286,0.9717108217332735,1120.0
positive,0.9807586586036283,0.9627630868861305,0.971677559912854,1853.0
accuracy,0.9715562779357985,0.9715562779357985,0.9715562779357985,0.9715562779357985
macro avg,0.9726983130380207,0.9706342518602331,0.9715815095558913,4922.0
weighted avg,0.9717464395892721,0.9715562779357985,0.9715578564414422,4922.0
