,precision,recall,f1-score,support
negative,0.8746558469786987,0.8523016097147699,0.8633340484874491,7082.0
neutral,0.9020457932529468,0.9335389792484576,0.9175222214566251,7132.0
positive,0.8748576309794989,0.8664692611393119,0.8706432417115331,7092.0
accuracy,0.8842110203698489,0.8842110203698489,0.8842110203698489,0.8842110203698489
macro avg,0.8838530904037148,0.8841032833675131,0.883833170551869,21306.0
weighted avg,0.8838915622214291,0.8842110203698489,0.883906039849571,21306.0
