,precision,recall,f1-score,support
negative,0.9740325865580448,0.9651866801210898,0.9695894576786619,1982.0
neutral,0.9662921348314607,0.9485294117647058,0.9573283858998145,1088.0
positive,0.9608465608465608,0.980561555075594,0.9706039551042224,1852.0
accuracy,0.9672897196261683,0.9672897196261683,0.9672897196261683,0.9672897196261683
macro avg,0.9670570940786888,0.9647592156537965,0.9658405995608996,4922.0
weighted avg,0.9673600690659294,0.9672897196261683,0.9672608926922238,4922.0
