,precision,recall,f1-score,support
0,0.9247595408004964,0.8383966244725738,0.8794629684272646,7110.0
1,0.9239425431918978,0.9664197188949665,0.944703891708968,14443.0
accuracy,0.9241868881362223,0.9241868881362223,0.9241868881362223,0.9241868881362223
macro avg,0.9243510419961971,0.9024081716837702,0.9120834300681162,21553.0
weighted avg,0.9242120580156873,0.9241868881362223,0.9231819242551141,21553.0
