,precision,recall,f1-score,support
0,0.8500358422939068,0.8338959212376934,0.8418885339013135,7110.0
1,0.918987515434216,0.9275773731219276,0.9232624651114709,14443.0
accuracy,0.8966733169396371,0.8966733169396371,0.8966733169396371,0.8966733169396371
macro avg,0.8845116788640615,0.8807366471798105,0.8825754995063921,21553.0
weighted avg,0.8962414292268388,0.8966733169396371,0.8964184688740924,21553.0
