,precision,recall,f1-score,support
negative,0.9139968487394958,0.9854190260475651,0.948365122615804,7064.0
neutral,0.9836042201311662,0.9723749119097956,0.9779573321993054,7095.0
positive,0.9833732774116237,0.9185672310060166,0.9498661650871736,7147.0
accuracy,0.9586501454989205,0.9586501454989205,0.9586501454989205,0.9586501454989205
macro avg,0.9603247820940952,0.9587870563211257,0.9587295399674277,21306.0
weighted avg,0.9604484415182248,0.9586501454989205,0.9587229878902723,21306.0
