,precision,recall,f1-score,support
negative,0.94123274566079,0.9709572818271536,0.9558639833448994,7093.0
neutral,0.9854493580599144,0.9776393999433909,0.9815288434214264,7066.0
positive,0.9697664421836939,0.9469707569609627,0.9582330454481098,7147.0
accuracy,0.9651271942175913,0.9651271942175913,0.9651271942175913,0.9651271942175913
macro avg,0.9654828486347995,0.9651891462438357,0.9652086240714786,21306.0
weighted avg,0.9654684028588284,0.9651271942175913,0.965170262709979,21306.0
