,precision,recall,f1-score,support
negative,0.9245728573412973,0.9398475007060153,0.9321476087108745,7082.0
neutral,0.966991643454039,0.9734997195737521,0.9702347680268306,7132.0
positive,0.9434098455319764,0.9214608009024252,0.9323061559312362,7092.0
accuracy,0.9449920210269408,0.9449920210269408,0.9449920210269408,0.9449920210269408
macro avg,0.9449914487757708,0.9449360070607309,0.9448961775563139,21306.0
weighted avg,0.9450423355542125,0.9449920210269408,0.9449497319216229,21306.0
