,precision,recall,f1-score,support
negative,0.9508357915437562,0.9757820383451059,0.9631474103585657,1982.0
neutral,0.9529953917050691,0.9503676470588235,0.9516797054762999,1088.0
positive,0.9772601220188575,0.9514038876889849,0.9641586867305061,1852.0
accuracy,0.9609914668833808,0.9609914668833808,0.9609914668833808,0.9609914668833808
macro avg,0.9603637684225609,0.9591845243643048,0.9596619341884572,4922.0
weighted avg,0.9612558453867867,0.9609914668833808,0.9609930058337645,4922.0
