,precision,recall,f1-score,support
negative,0.9559118236472945,0.9626639757820383,0.9592760180995475,1982.0
neutral,0.9267431597528685,0.9650735294117647,0.9455200360198108,1088.0
positive,0.9709983268265476,0.9400647948164147,0.955281207133059,1852.0
accuracy,0.9546932141405933,0.9546932141405933,0.9546932141405933,0.9546932141405933
macro avg,0.9512177700755702,0.955934100003406,0.9533590870841392,4922.0
weighted avg,0.9551407341655475,0.9546932141405933,0.9547321541392285,4922.0
