,precision,recall,f1-score,support
negative,0.9205584978334136,0.9646821392532795,0.9421039664942102,1982.0
neutral,0.9582938388625593,0.9292279411764706,0.9435370975268316,1088.0
positive,0.9720670391061452,0.9395248380129589,0.955518945634267,1852.0
accuracy,0.9473791141812271,0.9473791141812271,0.9473791141812271,0.9473791141812271
macro avg,0.9503064586007061,0.9444783061475697,0.9470533365517696,4922.0
weighted avg,0.9482809418555205,0.9473791141812271,0.947468409389553,4922.0
