,precision,recall,f1-score,support
negative,0.8226020332989539,0.7883366280711663,0.8051049102314514,7082.0
neutral,0.8201017811704835,0.9038137969713965,0.8599252934898612,7132.0
positive,0.8459228112329179,0.7942752397067118,0.8192858701185369,7092.0
accuracy,0.8289683657185769,0.8289683657185769,0.8289683657185769,0.8289683657185769
macro avg,0.8295422085674518,0.8288085549164248,0.8281053579466165,21306.0
weighted avg,0.8295277424385119,0.8289683657185769,0.8281758921575845,21306.0
