,precision,recall,f1-score,support
negative,0.9672544080604534,0.9820971867007673,0.9746192893401016,1955.0
neutral,0.9808568824065633,0.9746376811594203,0.9777373920945025,1104.0
positive,0.9798913043478261,0.9677938808373591,0.9738050229543612,1863.0
accuracy,0.9750101584721658,0.9750101584721658,0.9750101584721658,0.9750101584721658
macro avg,0.976000864938281,0.9748429162325155,0.9753872347963218,4922.0
weighted avg,0.9750885546393808,0.9750101584721658,0.975010473241813,4922.0
