,precision,recall,f1-score,support
negative,0.9347237269772481,0.9730720428591569,0.9535124680527735,7093.0
neutral,0.9819062544522011,0.9753750353806963,0.9786297479588214,7066.0
positive,0.9737795161523976,0.9405344899958025,0.9568683274021353,7147.0
accuracy,0.9629212428423918,0.9629212428423918,0.9629212428423918,0.9629212428423918
macro avg,0.9634698325272822,0.9629938560785519,0.9630035144712434,21306.0
weighted avg,0.9634725988618258,0.9629212428423918,0.9629681625325456,21306.0
