,precision,recall,f1-score,support
0,0.9666328159001886,0.9371308016877637,0.9516532171677498,7110.0
1,0.9695088676671214,0.9840753306099841,0.9767377933546368,14443.0
accuracy,0.9685890595276759,0.9685890595276759,0.9685890595276759,0.9685890595276759
macro avg,0.968070841783655,0.9606030661488739,0.9641955052611932,21553.0
weighted avg,0.9685601028518802,0.9685890595276759,0.9684627812129968,21553.0
