,precision,recall,f1-score,support
negative,0.9067195917210094,0.9031347077096865,0.9049235993208828,7082.0
neutral,0.9418156808803301,0.9600392596747056,0.9508401610887376,7132.0
positive,0.9164995703236894,0.9022842639593909,0.9093363649282366,7092.0
accuracy,0.9218999342908101,0.9218999342908101,0.9218999342908101,0.9218999342908101
macro avg,0.9216782809750096,0.9218194104479277,0.9217000417792857,21306.0
weighted avg,0.9217231079199432,0.9218999342908101,0.9217626236434067,21306.0
