,precision,recall,f1-score,support
negative,0.9292942922682499,0.9749433748584372,0.9515716753022454,7064.0
neutral,0.981539335416075,0.9742071881606765,0.9778595175779868,7095.0
positive,0.9730045235663213,0.9329788722540926,0.9525714285714285,7147.0
accuracy,0.9606214211959072,0.9606214211959072,0.9606214211959072,0.9606214211959072
macro avg,0.9612793837502154,0.9607098117577354,0.9606675404838869,21306.0
weighted avg,0.9613545384064802,0.9606214211959072,0.9606610152797747,21306.0
