,precision,recall,f1-score,support
negative,0.9258124667021843,0.9840033975084937,0.9540214109250617,7064.0
neutral,0.9860672220626256,0.9675828047921071,0.9767375684712243,7095.0
positive,0.9770333528379169,0.9345179795718483,0.955302867768004,7147.0
accuracy,0.9619356049938984,0.9619356049938984,0.9619356049938984,0.9619356049938984
macro avg,0.9629710138675757,0.9620347272908164,0.9620206157214298,21306.0
weighted avg,0.963059400077497,0.9619356049938984,0.9620158589606636,21306.0
