,precision,recall,f1-score,support
negative,0.9486149584487534,0.969563986409966,0.9589750770092411,7064.0
neutral,0.9862876731895444,0.9732205778717407,0.979710556186152,7095.0
positive,0.9651376146788991,0.9567650762557717,0.9609331084879146,7147.0
accuracy,0.966488313151225,0.966488313151225,0.966488313151225,0.966488313151225
macro avg,0.9666800821057323,0.9665165468458262,0.9665395805611025,21306.0
weighted avg,0.9667026020779078,0.966488313151225,0.9665369035246951,21306.0
