,precision,recall,f1-score,support
negative,0.9165783898305084,0.9798980747451869,0.9471811713191023,7064.0
neutral,0.9767047861075815,0.9750528541226215,0.9758781210325856,7095.0
positive,0.9806625693299356,0.9153490975234364,0.9468808800115791,7147.0
accuracy,0.9566319346662912,0.9566319346662912,0.9566319346662912,0.9566319346662912
macro avg,0.9579819150893418,0.9567666754637484,0.9566467241210891,21306.0
weighted avg,0.9580975117899677,0.9566319346662912,0.9566366616149015,21306.0
