,precision,recall,f1-score,support
negative,0.9463245492371706,0.9658833522083805,0.956003923217038,7064.0
neutral,0.9829424307036247,0.9746300211416491,0.9787685774946921,7095.0
positive,0.9627531511117405,0.9511683223730236,0.9569256756756757,7147.0
accuracy,0.9638599455552427,0.9638599455552427,0.9638599455552427,0.9638599455552427
macro avg,0.9640067103508453,0.9638938985743511,0.9638993921291353,21306.0
weighted avg,0.9640293782337933,0.9638599455552427,0.963893859710131,21306.0
