,precision,recall,f1-score,support
negative,0.9769781978960207,0.9071347678369196,0.9407619467077736,7064.0
neutral,0.9842744817726948,0.9704016913319239,0.9772888573456352,7095.0
positive,0.9057017543859649,0.9823702252693438,0.9424793610309417,7147.0
accuracy,0.9534403454425984,0.9534403454425984,0.9534403454425984,0.9534403454425984
macro avg,0.9556514780182268,0.9533022281460625,0.9535100550281168,21306.0
weighted avg,0.9554985392242209,0.9534403454425984,0.9535016815779186,21306.0
