,precision,recall,f1-score,support
negative,0.9599829108516093,0.9542751981879954,0.9571205452222065,7064.0
neutral,0.9809160305343512,0.9780126849894292,0.979462206224857,7095.0
positive,0.9520110957004161,0.9604029662795579,0.9561886187922267,7147.0
accuracy,0.964235426640383,0.964235426640383,0.964235426640383,0.964235426640383
macro avg,0.964303345695459,0.9642302831523275,0.9642571234130967,21306.0
weighted avg,0.9642796310836319,0.964235426640383,0.9642478148466662,21306.0
