,precision,recall,f1-score,support
negative,0.9682382133995037,0.984359233097881,0.9762321741305979,1982.0
neutral,0.9856046065259118,0.9439338235294118,0.9643192488262912,1088.0
positive,0.9705093833780161,0.9773218142548596,0.9739036857680926,1852.0
accuracy,0.9727752945956928,0.9727752945956928,0.9727752945956928,0.9727752945956928
macro avg,0.9747840677678106,0.9685382902940507,0.9714850362416606,4922.0
weighted avg,0.9729315987147692,0.9727752945956928,0.9727227017253877,4922.0
