,precision,recall,f1-score,support
negative,0.923002084781098,0.9425205790519444,0.9326592233691455,7046.0
neutral,0.9674671879363307,0.9627622620536335,0.965108990876802,7197.0
positive,0.9438768168081738,0.9286422200198216,0.9361975449614616,7063.0
accuracy,0.944757345348728,0.944757345348728,0.944757345348728,0.944757345348728
macro avg,0.9447820298418675,0.9446416870417997,0.9446552530691363,21306.0
weighted avg,0.9449420819516342,0.944757345348728,0.9447934645293414,21306.0
