,precision,recall,f1-score,support
negative,0.9856996935648621,0.9737638748738647,0.9796954314720813,1982.0
neutral,0.9686635944700461,0.9659926470588235,0.9673262770363552,1088.0
positive,0.9632783395423098,0.9773218142548596,0.9702492629321897,1852.0
accuracy,0.97338480292564,0.97338480292564,0.97338480292564,0.97338480292564
macro avg,0.972547209192406,0.9723594453958494,0.9724236571468753,4922.0
weighted avg,0.9734974132997409,0.97338480292564,0.9734069422071586,4922.0
