,precision,recall,f1-score,support
negative,0.9327238965862019,0.9267669599772921,0.929735886666192,7046.0
neutral,0.9648491558261832,0.968736973739058,0.9667891562088332,7197.0
positive,0.9300748693318265,0.9321817924394733,0.9311271390185263,7063.0
accuracy,0.9427391345160987,0.9427391345160987,0.9427391345160987,0.9427391345160987
macro avg,0.9425493072480705,0.9425619087186078,0.9425507272978505,21306.0
weighted avg,0.9426973975367554,0.9427391345160987,0.942713395173792,21306.0
