,precision,recall,f1-score,support
negative,0.9267986614612381,0.9433721260289526,0.9350119566746378,7046.0
neutral,0.967764443204019,0.9635959427539252,0.965675694492794,7197.0
positive,0.9413030998851895,0.9286422200198216,0.934929798303756,7063.0
accuracy,0.9453205669764385,0.9453205669764385,0.9453205669764385,0.9453205669764385
macro avg,0.9452887348501489,0.9452034296008999,0.9452058164903959,21306.0
weighted avg,0.9454448446862059,0.9453205669764385,0.945342691514764,21306.0
