,precision,recall,f1-score,support
negative,0.9309229037703995,0.9391143911439115,0.9350007065140595,7046.0
neutral,0.9661393283374965,0.9673475059052383,0.9667430396445186,7197.0
positive,0.9400743707093822,0.9306243805748265,0.9353255069370332,7063.0
accuracy,0.9458368534685065,0.9458368534685065,0.9458368534685065,0.9458368534685065
macro avg,0.9457122009390927,0.9456954258746588,0.9456897510318706,21306.0
weighted avg,0.9458524737788212,0.9458368534685065,0.9458306904118994,21306.0
