,precision,recall,f1-score,support
negative,0.9247159090909091,0.9853683148335015,0.9540791402051784,1982.0
neutral,0.9737098344693281,0.9191176470588235,0.9456264775413711,1088.0
positive,0.9556926528323051,0.9200863930885529,0.9375515818431912,1852.0
accuracy,0.9461600975213328,0.9461600975213328,0.9461600975213328,0.9461600975213328
macro avg,0.9513727987975141,0.9415241183269593,0.9457523998632468,4922.0
weighted avg,0.9472015491195123,0.9461600975213328,0.9459918718052145,4922.0
